EmployeeID,Employee_Count,Job_Role,Department,Job_Level,Job_Involvement,Performance_Rating,Over_Time,Training_Times_Last_Year,Business_Travel,Standard_Hours,Environment_Satisfaction,Job_Satisfaction,Percent_Salary_Hike
1704,1,"Research Scientist","Research & Development",1,2,3,Yes,2,Travel_Frequently,80,1,4,14
1706,1,"Sales Executive",Sales,2,3,3,Yes,3,Travel_Rarely,80,4,4,17
1707,1,"Research Scientist","Research & Development",1,4,3,No,1,Travel_Rarely,80,3,3,16
1708,1,"Sales Executive",Sales,3,3,3,No,3,Travel_Rarely,80,4,3,12
1709,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Travel_Rarely,80,4,3,17
1710,1,"Sales Representative",Sales,2,3,3,No,2,Travel_Rarely,80,3,4,15
1712,1,"Healthcare Representative","Research & Development",3,2,4,No,3,Non-Travel,80,3,3,23
1714,1,"Human Resources","Human Resources",1,1,3,No,2,Travel_Rarely,80,4,3,11
1716,1,"Sales Executive",Sales,4,1,3,No,3,Travel_Frequently,80,3,3,11
1718,1,"Laboratory Technician","Research & Development",1,1,3,No,3,Travel_Rarely,80,4,3,15
1719,1,"Research Director","Research & Development",4,2,3,No,2,Travel_Rarely,80,4,2,11
1720,1,"Research Scientist","Research & Development",1,3,3,No,3,Travel_Frequently,80,1,3,13
1721,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Travel_Rarely,80,2,3,14
1722,1,"Human Resources","Human Resources",2,1,3,No,4,Non-Travel,80,3,2,19
1724,1,"Manufacturing Director","Research & Development",2,3,3,Yes,3,Travel_Rarely,80,2,1,16
1725,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Travel_Rarely,80,2,1,13
1727,1,"Healthcare Representative","Research & Development",2,3,3,No,3,Travel_Rarely,80,3,2,14
1728,1,"Manufacturing Director","Research & Development",2,3,3,No,3,Travel_Rarely,80,4,3,16
1729,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Rarely,80,2,4,12
1731,1,"Sales Executive",Sales,2,3,3,No,3,Non-Travel,80,3,2,11
1732,1,"Sales Executive",Sales,3,3,3,Yes,5,Travel_Rarely,80,3,4,12
1733,1,"Sales Executive",Sales,2,2,3,Yes,3,Travel_Rarely,80,2,1,13
1734,1,"Sales Executive",Sales,2,1,3,No,2,Travel_Rarely,80,1,2,15
1735,1,"Laboratory Technician","Research & Development",1,3,3,No,3,Travel_Rarely,80,3,2,13
1736,1,"Manufacturing Director","Research & Development",2,3,4,No,3,Travel_Frequently,80,4,4,20
1737,1,"Laboratory Technician","Research & Development",2,3,3,Yes,2,Non-Travel,80,4,4,15
1739,1,"Sales Executive",Sales,3,1,3,No,2,Travel_Rarely,80,4,3,13
1740,1,Manager,Sales,5,3,3,No,3,Travel_Rarely,80,2,2,14
1744,1,"Human Resources","Human Resources",3,1,4,No,2,Travel_Rarely,80,3,3,21
1745,1,"Research Scientist","Research & Development",1,2,3,No,2,Travel_Frequently,80,4,1,16
1746,1,"Human Resources","Human Resources",1,3,3,No,2,Travel_Frequently,80,1,4,14
1747,1,"Human Resources","Human Resources",1,2,3,No,0,Travel_Frequently,80,3,4,11
1749,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,1,3,19
1751,1,"Research Scientist","Research & Development",1,3,3,No,5,Travel_Rarely,80,3,4,11
1752,1,"Sales Representative",Sales,1,1,3,No,3,Travel_Rarely,80,2,2,13
1753,1,"Healthcare Representative","Research & Development",2,4,3,Yes,5,Travel_Frequently,80,4,3,12
1754,1,"Sales Executive",Sales,3,2,3,No,2,Travel_Rarely,80,3,1,11
1755,1,"Research Scientist","Research & Development",1,4,3,Yes,3,Travel_Rarely,80,4,4,14
1756,1,"Sales Executive",Sales,2,3,3,No,2,Non-Travel,80,4,2,15
1757,1,"Sales Executive",Sales,2,3,3,No,1,Travel_Rarely,80,4,4,12
1758,1,"Sales Executive",Sales,3,3,4,Yes,2,Travel_Rarely,80,1,1,20
1760,1,"Laboratory Technician","Research & Development",1,2,3,No,4,Travel_Frequently,80,3,2,14
1761,1,"Sales Executive",Sales,3,3,3,No,2,Travel_Rarely,80,1,3,13
1762,1,"Research Scientist","Research & Development",1,2,3,No,2,Travel_Rarely,80,4,1,13
1763,1,"Healthcare Representative","Research & Development",2,4,3,No,3,Travel_Rarely,80,3,3,16
1764,1,"Research Scientist","Research & Development",1,3,3,No,3,Non-Travel,80,2,2,14
1766,1,"Healthcare Representative","Research & Development",2,1,3,Yes,2,Travel_Rarely,80,2,4,16
1767,1,"Research Scientist","Research & Development",1,2,3,Yes,4,Travel_Frequently,80,3,3,16
1768,1,"Laboratory Technician","Research & Development",1,3,4,No,6,Travel_Rarely,80,2,2,22
1770,1,"Research Director","Research & Development",5,2,3,No,2,Travel_Rarely,80,3,1,12
1771,1,"Research Scientist","Research & Development",2,3,3,No,2,Non-Travel,80,4,2,15
1772,1,"Laboratory Technician","Research & Development",1,3,4,No,2,Travel_Rarely,80,3,1,20
1774,1,"Sales Executive",Sales,2,3,3,Yes,3,Non-Travel,80,4,3,14
1775,1,"Manufacturing Director","Research & Development",4,2,4,Yes,2,Non-Travel,80,1,3,20
1778,1,"Human Resources","Human Resources",1,3,3,No,5,Travel_Rarely,80,2,4,13
1779,1,"Sales Executive",Sales,2,1,3,No,3,Travel_Rarely,80,4,4,12
1780,1,"Sales Representative",Sales,1,3,3,No,3,Travel_Rarely,80,2,2,13
1782,1,"Laboratory Technician","Research & Development",1,2,3,No,3,Travel_Rarely,80,4,3,11
1783,1,"Laboratory Technician","Research & Development",1,3,3,Yes,6,Travel_Rarely,80,3,1,17
1784,1,"Sales Executive",Sales,2,2,3,No,3,Travel_Rarely,80,1,4,14
1786,1,Manager,"Research & Development",3,3,3,No,2,Travel_Rarely,80,1,3,11
1787,1,"Sales Executive",Sales,2,2,3,No,2,Travel_Rarely,80,2,2,14
1789,1,"Research Director","Research & Development",5,3,3,Yes,3,Travel_Rarely,80,3,4,17
1790,1,"Healthcare Representative","Research & Development",3,3,3,Yes,1,Travel_Rarely,80,4,1,13
1792,1,"Research Scientist","Research & Development",1,3,3,Yes,2,Travel_Frequently,80,3,2,12
1794,1,"Human Resources","Human Resources",2,3,3,No,4,Travel_Rarely,80,3,2,13
1797,1,"Sales Executive",Sales,2,3,3,Yes,2,Travel_Rarely,80,3,4,18
1798,1,"Research Scientist","Research & Development",1,4,3,No,1,Travel_Rarely,80,4,1,19
1799,1,"Research Scientist","Research & Development",1,3,3,No,6,Travel_Rarely,80,3,4,11
1800,1,"Research Director","Research & Development",3,3,4,No,3,Travel_Rarely,80,3,3,21
1801,1,"Sales Executive",Sales,2,2,3,No,3,Non-Travel,80,2,2,15
1802,1,"Laboratory Technician","Research & Development",1,3,3,No,5,Travel_Rarely,80,3,1,17
1803,1,"Healthcare Representative","Research & Development",2,4,3,No,2,Travel_Rarely,80,2,1,18
1804,1,"Manufacturing Director","Research & Development",2,3,3,No,6,Non-Travel,80,2,4,14
1805,1,"Human Resources","Human Resources",1,3,3,No,3,Non-Travel,80,1,2,13
1807,1,"Laboratory Technician","Research & Development",2,3,3,No,3,Travel_Frequently,80,4,1,17
1809,1,"Manufacturing Director","Research & Development",2,3,3,No,4,Travel_Rarely,80,4,1,15
1812,1,"Sales Executive",Sales,2,3,3,No,6,Travel_Frequently,80,3,4,18
1813,1,"Research Scientist","Research & Development",1,3,3,No,2,Non-Travel,80,1,3,13
1814,1,"Healthcare Representative","Research & Development",2,4,3,No,3,Travel_Rarely,80,2,2,12
1815,1,"Sales Executive",Sales,3,3,3,Yes,3,Travel_Rarely,80,3,3,13
1816,1,"Manufacturing Director","Research & Development",3,3,3,No,3,Travel_Rarely,80,1,3,14
1818,1,"Human Resources","Human Resources",1,3,3,Yes,3,Travel_Rarely,80,4,2,11
1821,1,"Healthcare Representative","Research & Development",2,3,4,No,2,Travel_Rarely,80,4,2,22
1822,1,"Healthcare Representative","Research & Development",2,3,3,No,3,Travel_Rarely,80,3,4,17
1823,1,"Sales Executive",Sales,2,4,4,No,5,Travel_Rarely,80,2,3,21
1824,1,Manager,Sales,4,3,4,No,0,Non-Travel,80,2,2,22
1826,1,"Laboratory Technician","Research & Development",1,1,3,No,2,Travel_Rarely,80,2,3,16
1827,1,"Manufacturing Director","Research & Development",3,2,3,Yes,4,Travel_Rarely,80,3,2,12
1829,1,"Healthcare Representative","Research & Development",2,3,3,No,3,Travel_Rarely,80,2,1,12
1830,1,"Research Scientist","Research & Development",2,3,3,No,2,Travel_Rarely,80,4,4,15
1833,1,"Sales Executive",Sales,3,3,3,No,3,Travel_Frequently,80,1,1,14
1834,1,"Research Scientist","Research & Development",1,3,4,No,3,Travel_Rarely,80,3,1,25
1835,1,"Sales Representative",Sales,2,1,4,Yes,4,Travel_Rarely,80,2,4,20
1836,1,"Sales Executive",Sales,2,3,3,No,4,Travel_Rarely,80,3,4,13
1837,1,"Research Director","Research & Development",4,3,3,Yes,3,Travel_Frequently,80,1,3,14
1839,1,"Research Scientist","Research & Development",1,3,3,No,4,Non-Travel,80,2,3,16
1842,1,"Human Resources","Human Resources",1,4,3,No,4,Travel_Rarely,80,4,1,17
1844,1,"Human Resources","Human Resources",1,2,3,Yes,3,Travel_Rarely,80,1,1,15
1845,1,"Sales Executive",Sales,2,3,4,No,3,Non-Travel,80,3,3,22
1847,1,"Research Scientist","Research & Development",2,3,4,Yes,2,Travel_Rarely,80,4,2,22
1849,1,"Sales Executive",Sales,2,3,4,No,5,Travel_Frequently,80,1,4,20
1850,1,"Laboratory Technician","Research & Development",1,3,3,Yes,3,Travel_Frequently,80,4,4,14
1852,1,"Laboratory Technician","Research & Development",1,3,3,No,3,Travel_Frequently,80,4,4,13
1853,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Frequently,80,4,4,13
1854,1,"Research Scientist","Research & Development",1,3,4,No,1,Non-Travel,80,3,3,22
1856,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Travel_Rarely,80,2,3,12
1857,1,"Manufacturing Director","Research & Development",3,3,3,No,4,Travel_Rarely,80,4,4,14
1858,1,"Human Resources","Human Resources",1,3,3,No,2,Non-Travel,80,3,4,15
1859,1,"Healthcare Representative","Research & Development",2,1,3,No,3,Travel_Rarely,80,4,3,17
1860,1,"Laboratory Technician","Research & Development",1,3,3,No,3,Travel_Rarely,80,4,3,13
1862,1,"Sales Executive",Sales,2,2,3,Yes,3,Travel_Rarely,80,3,2,12
1863,1,"Sales Executive",Sales,4,4,3,No,5,Travel_Rarely,80,1,1,12
1864,1,"Sales Representative",Sales,2,2,4,No,5,Travel_Rarely,80,2,3,21
1865,1,"Human Resources","Human Resources",1,2,3,No,3,Travel_Rarely,80,4,2,11
1866,1,Manager,"Research & Development",5,2,3,No,2,Travel_Rarely,80,1,3,13
1867,1,"Research Director","Research & Development",5,2,3,No,3,Travel_Rarely,80,4,2,12
1868,1,"Research Scientist","Research & Development",1,2,4,Yes,3,Travel_Frequently,80,4,4,24
1869,1,"Sales Executive",Sales,3,3,4,No,2,Travel_Rarely,80,3,2,21
1870,1,"Research Scientist","Research & Development",1,2,3,No,2,Travel_Frequently,80,4,1,19
1871,1,"Research Scientist","Research & Development",2,3,3,No,2,Travel_Rarely,80,4,4,14
1873,1,"Research Scientist","Research & Development",1,2,4,No,2,Travel_Rarely,80,2,4,20
1875,1,"Sales Representative",Sales,1,3,3,No,3,Travel_Rarely,80,2,2,19
1876,1,"Sales Representative",Sales,1,3,3,No,3,Travel_Rarely,80,2,4,13
1878,1,"Research Scientist","Research & Development",1,3,4,Yes,2,Travel_Rarely,80,4,2,23
1880,1,"Sales Executive",Sales,2,2,3,Yes,4,Travel_Rarely,80,2,3,13
1881,1,"Laboratory Technician","Research & Development",2,3,3,No,2,Travel_Rarely,80,2,3,11
1882,1,"Sales Executive",Sales,3,3,3,Yes,3,Travel_Rarely,80,3,4,13
1883,1,"Laboratory Technician","Research & Development",1,3,3,No,2,Travel_Rarely,80,4,1,14
1885,1,"Research Scientist","Research & Development",2,3,4,Yes,2,Travel_Rarely,80,4,1,22
1886,1,"Manufacturing Director","Research & Development",2,2,3,Yes,2,Travel_Rarely,80,4,2,11
1888,1,"Manufacturing Director","Research & Development",2,2,3,No,2,Travel_Rarely,80,2,4,13
1890,1,"Human Resources","Human Resources",2,2,4,No,2,Travel_Frequently,80,2,4,21
1892,1,Manager,"Research & Development",4,3,3,No,3,Travel_Rarely,80,1,1,11
1893,1,"Research Scientist","Research & Development",1,2,3,Yes,3,Travel_Rarely,80,2,3,13
1898,1,"Sales Executive",Sales,2,4,3,No,5,Travel_Rarely,80,1,3,14
1900,1,Manager,"Research & Development",4,3,3,No,3,Travel_Frequently,80,4,4,11
1903,1,"Healthcare Representative","Research & Development",2,4,3,No,5,Travel_Rarely,80,2,1,15
1905,1,"Research Scientist","Research & Development",1,1,4,Yes,2,Non-Travel,80,4,1,23
1907,1,"Laboratory Technician","Research & Development",1,3,3,No,3,Travel_Rarely,80,1,4,16
1908,1,"Sales Executive",Sales,2,2,3,No,1,Travel_Rarely,80,3,2,16
1909,1,"Sales Executive",Sales,2,3,4,No,3,Travel_Rarely,80,3,2,21
1911,1,"Research Director","Research & Development",3,3,3,No,3,Travel_Rarely,80,3,1,13
1912,1,"Sales Executive",Sales,2,3,3,Yes,2,Travel_Rarely,80,3,4,11
1915,1,"Sales Executive",Sales,2,2,3,Yes,3,Travel_Rarely,80,4,4,12
1916,1,"Laboratory Technician","Research & Development",1,4,3,No,0,Travel_Rarely,80,1,3,12
1918,1,"Laboratory Technician","Research & Development",1,4,3,No,3,Travel_Frequently,80,3,4,18
1922,1,"Healthcare Representative","Research & Development",2,3,3,No,3,Travel_Frequently,80,2,3,12
1924,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Rarely,80,2,3,14
1927,1,"Sales Executive",Sales,2,2,3,Yes,2,Travel_Frequently,80,3,4,12
1928,1,"Sales Representative",Sales,1,4,3,No,3,Travel_Frequently,80,3,1,17
1929,1,"Sales Executive",Sales,2,1,3,No,1,Non-Travel,80,1,3,19
1931,1,"Research Scientist","Research & Development",1,3,3,No,3,Travel_Rarely,80,2,2,11
1932,1,"Research Scientist","Research & Development",2,2,3,Yes,3,Travel_Frequently,80,3,4,15
1933,1,"Sales Executive",Sales,2,3,3,Yes,0,Travel_Rarely,80,4,3,11
1934,1,"Research Scientist","Research & Development",2,3,3,No,4,Non-Travel,80,3,2,18
1935,1,"Sales Executive",Sales,2,2,3,No,3,Travel_Rarely,80,4,1,16
1936,1,"Manufacturing Director","Research & Development",2,3,4,No,3,Travel_Rarely,80,1,1,25
1937,1,"Research Scientist","Research & Development",2,2,3,Yes,3,Travel_Frequently,80,4,2,16
1938,1,Manager,Sales,4,3,3,Yes,2,Travel_Rarely,80,4,4,13
1939,1,"Research Scientist","Research & Development",1,4,3,Yes,2,Travel_Frequently,80,1,3,14
1940,1,"Research Scientist","Research & Development",1,3,3,No,0,Travel_Rarely,80,2,4,19
1941,1,"Research Director","Research & Development",5,3,3,No,3,Travel_Frequently,80,2,4,15
1943,1,"Sales Executive",Sales,2,3,3,Yes,4,Travel_Rarely,80,2,4,12
1944,1,"Human Resources","Human Resources",1,2,3,No,2,Travel_Frequently,80,1,2,12
1945,1,"Sales Executive",Sales,2,3,3,No,2,Travel_Rarely,80,2,1,16
1947,1,"Research Scientist","Research & Development",1,3,3,No,3,Non-Travel,80,3,3,14
1948,1,"Research Scientist","Research & Development",1,3,3,Yes,3,Non-Travel,80,3,1,13
1949,1,"Laboratory Technician","Research & Development",1,4,4,No,3,Non-Travel,80,1,2,22
1950,1,"Sales Executive",Sales,3,3,4,No,3,Travel_Rarely,80,1,4,21
1951,1,"Sales Executive",Sales,3,3,3,No,2,Travel_Rarely,80,4,3,18
1952,1,"Laboratory Technician","Research & Development",1,3,3,No,6,Travel_Rarely,80,3,1,13
1954,1,"Healthcare Representative","Research & Development",2,3,3,No,5,Travel_Rarely,80,1,1,12
1955,1,"Healthcare Representative","Research & Development",2,3,3,No,6,Non-Travel,80,3,4,18
1956,1,"Research Scientist","Research & Development",2,1,4,No,6,Travel_Frequently,80,4,1,21
1960,1,"Laboratory Technician","Research & Development",1,2,3,No,2,Travel_Rarely,80,3,4,12
1961,1,"Sales Representative",Sales,1,2,3,No,3,Travel_Rarely,80,1,1,14
1962,1,"Sales Executive",Sales,2,3,3,Yes,2,Travel_Rarely,80,3,4,11
1965,1,"Sales Executive",Sales,2,3,3,No,5,Travel_Rarely,80,4,4,14
1966,1,"Manufacturing Director","Research & Development",2,2,4,No,1,Travel_Rarely,80,4,4,24
1967,1,"Sales Executive",Sales,2,3,3,Yes,4,Travel_Frequently,80,1,4,11
1968,1,"Sales Executive",Sales,3,3,3,Yes,2,Travel_Rarely,80,1,1,13
1969,1,"Research Scientist","Research & Development",2,3,3,No,6,Travel_Rarely,80,1,3,11
1970,1,"Healthcare Representative","Research & Development",2,3,4,No,2,Travel_Frequently,80,4,3,20
1971,1,"Healthcare Representative","Research & Development",3,3,3,No,1,Travel_Rarely,80,1,3,17
1972,1,"Human Resources","Human Resources",1,3,3,Yes,2,Travel_Frequently,80,4,2,11
1973,1,Manager,"Human Resources",5,4,3,Yes,0,Travel_Rarely,80,3,2,18
1974,1,"Laboratory Technician","Research & Development",1,1,3,Yes,4,Travel_Rarely,80,4,4,11
1975,1,"Sales Executive",Sales,4,3,3,No,3,Travel_Rarely,80,2,1,12
1976,1,"Research Scientist","Research & Development",2,2,3,No,2,Non-Travel,80,4,3,12
1979,1,"Research Director","Research & Development",3,3,4,No,2,Non-Travel,80,3,3,20
1980,1,"Manufacturing Director","Research & Development",2,3,3,Yes,3,Travel_Rarely,80,3,1,19
1981,1,"Healthcare Representative","Research & Development",2,2,3,No,2,Travel_Rarely,80,2,3,12
1982,1,"Laboratory Technician","Research & Development",1,3,3,No,6,Travel_Rarely,80,4,4,13
1985,1,"Laboratory Technician","Research & Development",2,3,3,No,2,Travel_Frequently,80,4,3,11
1986,1,"Sales Executive",Sales,2,3,3,No,4,Travel_Rarely,80,2,2,14
1987,1,"Human Resources","Human Resources",1,3,3,No,3,Travel_Rarely,80,3,2,14
1989,1,"Laboratory Technician","Research & Development",1,3,3,No,6,Travel_Rarely,80,4,2,13
1992,1,"Laboratory Technician","Research & Development",1,3,3,Yes,2,Travel_Rarely,80,4,3,19
1993,1,"Healthcare Representative","Research & Development",3,3,4,No,3,Travel_Rarely,80,1,3,23
1994,1,"Laboratory Technician","Research & Development",1,2,3,No,2,Non-Travel,80,2,3,12
1995,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,4,2,15
1996,1,"Sales Representative",Sales,1,3,3,No,1,Travel_Rarely,80,1,3,19
1997,1,"Manufacturing Director","Research & Development",2,2,3,No,1,Travel_Frequently,80,1,3,11
1998,1,"Research Scientist","Research & Development",2,3,3,Yes,3,Travel_Rarely,80,4,1,17
1999,1,"Research Scientist","Research & Development",1,3,4,No,3,Travel_Rarely,80,4,4,22
2000,1,"Research Director","Research & Development",3,3,3,No,3,Non-Travel,80,3,2,18
2003,1,"Laboratory Technician","Research & Development",1,3,3,Yes,3,Travel_Rarely,80,4,3,11
2007,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Rarely,80,4,3,12
2008,1,"Research Scientist","Research & Development",2,3,3,No,5,Travel_Rarely,80,2,3,19
2009,1,"Healthcare Representative","Research & Development",2,3,3,Yes,6,Travel_Rarely,80,2,4,13
2010,1,"Laboratory Technician","Research & Development",1,2,3,No,3,Travel_Rarely,80,3,2,13
2012,1,"Laboratory Technician","Research & Development",1,3,3,No,3,Travel_Rarely,80,1,4,19
2013,1,"Sales Representative",Sales,1,2,3,No,2,Travel_Rarely,80,2,2,14
2014,1,"Research Scientist","Research & Development",2,3,3,No,2,Travel_Rarely,80,1,4,13
2015,1,"Research Director","Research & Development",3,1,3,No,3,Travel_Rarely,80,2,3,12
2016,1,"Sales Executive",Sales,3,3,3,No,3,Travel_Rarely,80,3,4,19
2017,1,"Research Director","Research & Development",3,4,4,Yes,2,Travel_Rarely,80,3,4,25
2018,1,"Sales Executive",Sales,2,3,4,Yes,3,Travel_Rarely,80,1,3,22
2019,1,"Sales Representative",Sales,1,3,3,No,3,Non-Travel,80,1,4,15
2020,1,"Research Scientist","Research & Development",1,3,3,Yes,2,Travel_Rarely,80,2,4,12
2021,1,"Sales Representative",Sales,1,3,3,Yes,6,Travel_Rarely,80,3,1,11
2022,1,Manager,"Research & Development",5,3,3,No,3,Non-Travel,80,4,4,13
2023,1,"Sales Representative",Sales,1,3,3,No,3,Travel_Frequently,80,4,1,19
2024,1,"Sales Executive",Sales,3,2,3,No,2,Travel_Rarely,80,1,4,19
2025,1,"Manufacturing Director","Research & Development",2,3,3,No,3,Travel_Frequently,80,4,2,13
2026,1,"Healthcare Representative","Research & Development",2,3,4,No,2,Non-Travel,80,3,3,21
2027,1,"Research Scientist","Research & Development",1,3,3,Yes,3,Travel_Rarely,80,1,4,14
2031,1,Manager,"Research & Development",5,3,3,No,2,Travel_Rarely,80,1,3,11
2032,1,"Laboratory Technician","Research & Development",1,3,3,No,4,Travel_Rarely,80,4,3,11
2034,1,"Manufacturing Director","Research & Development",4,2,4,No,3,Travel_Rarely,80,1,2,23
2035,1,"Sales Executive",Sales,2,2,4,No,2,Travel_Rarely,80,4,3,21
2036,1,"Sales Executive",Sales,2,1,4,No,4,Non-Travel,80,4,4,24
2037,1,"Sales Executive",Sales,2,2,3,No,5,Travel_Rarely,80,3,2,11
2038,1,"Research Scientist","Research & Development",1,3,3,No,4,Travel_Rarely,80,4,1,14
2040,1,"Human Resources","Human Resources",3,3,3,Yes,2,Travel_Rarely,80,3,4,16
2041,1,"Sales Executive",Sales,2,3,3,No,1,Travel_Rarely,80,1,4,11
2044,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Frequently,80,2,3,12
2045,1,"Sales Executive",Sales,2,2,3,No,2,Travel_Rarely,80,2,4,13
2046,1,"Sales Executive",Sales,2,3,3,No,3,Travel_Rarely,80,4,3,15
2048,1,"Research Scientist","Research & Development",1,2,3,No,2,Travel_Rarely,80,3,3,14
2049,1,"Healthcare Representative","Research & Development",2,3,3,Yes,2,Travel_Frequently,80,3,3,14
2051,1,"Research Scientist","Research & Development",1,3,3,No,2,Travel_Rarely,80,3,3,14
2052,1,"Research Scientist","Research & Development",1,1,3,No,5,Travel_Rarely,80,3,4,12
2053,1,"Laboratory Technician","Research & Development",2,2,3,Yes,2,Travel_Rarely,80,4,2,13
2054,1,"Research Scientist","Research & Development",1,2,3,No,3,Travel_Rarely,80,4,1,14
2055,1,"Sales Executive",Sales,3,2,3,Yes,3,Travel_Rarely,80,4,1,13
2056,1,"Sales Executive",Sales,4,2,3,No,2,Travel_Rarely,80,2,4,11
2057,1,"Manufacturing Director","Research & Development",2,3,3,No,2,Non-Travel,80,2,1,19
2060,1,"Sales Representative",Sales,1,2,3,No,2,Travel_Rarely,80,4,3,18
2061,1,"Laboratory Technician","Research & Development",2,4,3,No,3,Travel_Frequently,80,3,4,17
2062,1,"Healthcare Representative","Research & Development",3,2,3,No,5,Travel_Rarely,80,4,1,15
2064,1,"Manufacturing Director","Research & Development",2,4,4,Yes,0,Travel_Rarely,80,2,2,20
2065,1,"Sales Executive",Sales,2,2,3,No,3,Travel_Frequently,80,4,2,14
2068,1,"Laboratory Technician","Research & Development",2,4,3,No,3,Travel_Rarely,80,2,3,12
